sc3.sc3_18,sc3.sc3_17,sc3.sc3_16,sc3.sc3_15,sc3.sc3_14,sc3.sc3_13,sc3.sc3_12,sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_14,Monocle.Monocle_13,Monocle.Monocle_12,Monocle.Monocle_11,Monocle.Monocle_10,Monocle.Monocle_9,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0124
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0125
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0126
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human1_lib1.final_cell_0127
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0128
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0129
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0130
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0131
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0132
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0133
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0134
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0135
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0136
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0137
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,9,9,9,9,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0138
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0139
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0140
4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,human1_lib1.final_cell_0141
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0142
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0143
7,7,7,7,7,8,9,9,10,10,10,10,10,10,10,11,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0144
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0145
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,10,11,12,12,12,12,12,13,13,14,15,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0146
7,7,7,7,7,8,9,9,10,10,10,10,10,10,10,11,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0147
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,8,8,human1_lib1.final_cell_0148
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human1_lib1.final_cell_0149
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0150
4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,human1_lib1.final_cell_0151
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0152
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0153
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0154
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0155
5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,human1_lib1.final_cell_0156
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0157
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,10,11,11,11,11,12,13,13,13,13,13,14,14,15,16,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0158
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0159
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0160
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,9,9,9,9,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0161
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0162
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,14,14,9,10,10,10,10,11,12,12,14,14,14,15,15,16,17,5,5,5,5,5,5,5,10,10,11,11,human1_lib1.final_cell_0163
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0164
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0165
4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,human1_lib1.final_cell_0166
4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,human1_lib1.final_cell_0167
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0168
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0169
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,12,12,13,14,14,15,15,15,16,16,17,18,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0170
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0171
4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,human1_lib1.final_cell_0172
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0173
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0174
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0175
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0176
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0177
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0178
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0179
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0180
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,12,12,13,14,14,15,15,15,16,16,17,18,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0181
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0182
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0183
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0184
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0185
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0186
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,9,9,9,9,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0187
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,15,9,10,10,10,13,14,15,15,16,16,16,17,17,18,19,5,5,5,5,5,5,5,10,11,12,12,human1_lib1.final_cell_0188
7,7,7,7,7,8,9,9,10,10,10,10,10,10,10,11,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0189
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0190
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0191
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0192
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0193
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0194
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0195
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0196
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,14,14,9,10,10,10,10,11,12,12,14,14,14,15,15,16,17,5,5,5,5,5,5,5,10,10,11,11,human1_lib1.final_cell_0197
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0198
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0199
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0200
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0201
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0202
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,9,10,10,10,13,14,15,15,16,16,17,18,18,19,20,5,5,5,5,5,6,6,6,6,8,8,human1_lib1.final_cell_0203
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0204
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0205
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0206
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,8,8,human1_lib1.final_cell_0207
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0208
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,8,8,human1_lib1.final_cell_0209
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human1_lib1.final_cell_0210
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0211
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,9,9,9,9,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0212
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0213
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0214
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human1_lib1.final_cell_0215
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,8,8,human1_lib1.final_cell_0216
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human1_lib1.final_cell_0217
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human1_lib1.final_cell_0218
5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,human1_lib1.final_cell_0219
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0220
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0221
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,14,14,9,10,10,10,10,11,12,12,14,14,14,15,15,16,17,5,5,5,5,5,5,5,10,10,11,11,human1_lib1.final_cell_0222
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0223
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0224
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0225
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,9,9,9,9,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0226
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0227
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0228
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0229
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human1_lib1.final_cell_0230
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0231
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0232
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0233
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0234
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0235
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0236
5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,human1_lib1.final_cell_0237
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,12,12,13,14,14,15,15,15,16,16,17,18,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0238
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0239
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0240
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0241
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human1_lib1.final_cell_0242
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0243
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0244
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,9,9,9,9,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0245
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0246
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0247
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,6,6,6,6,6,7,7,7,7,7,7,human1_lib1.final_cell_0248
2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,2,2,2,2,2,2,2,2,2,2,2,human1_lib1.final_cell_0249
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,17,18,19,5,5,5,5,5,5,5,10,11,12,12,human1_lib1.final_cell_0250
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human1_lib1.final_cell_0251
