sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_34,Monocle.Monocle_33,Monocle.Monocle_32,Monocle.Monocle_31,Monocle.Monocle_30,Monocle.Monocle_29,Monocle.Monocle_28,Monocle.Monocle_27,Monocle.Monocle_26,Monocle.Monocle_25,Monocle.Monocle_24,Monocle.Monocle_23,Monocle.Monocle_22,Monocle.Monocle_21,Monocle.Monocle_20,Monocle.Monocle_19,Monocle.Monocle_18,Monocle.Monocle_17,Monocle.Monocle_16,Monocle.Monocle_15,Monocle.Monocle_14,Monocle.Monocle_13,Monocle.Monocle_12,Monocle.Monocle_11,Monocle.Monocle_10,Monocle.Monocle_9,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_21,Seurat.Seurat_20,Seurat.Seurat_19,Seurat.Seurat_18,Seurat.Seurat_17,Seurat.Seurat_16,Seurat.Seurat_15,Seurat.Seurat_14,Seurat.Seurat_13,Seurat.Seurat_12,Seurat.Seurat_11,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,AZ_H10
4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,AZ_H11
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,AZ_H12
4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,AZ_H2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,AZ_H3
5,5,5,5,5,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,1,1,4,4,7,10,11,12,12,13,13,14,15,16,17,18,18,18,18,18,19,19,AZ_H4
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,AZ_H5
4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,AZ_H6
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AZ_H7
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AZ_H8
3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,AZ_H9
1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1502401_A1
4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1502401_A10
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_A11
6,6,6,6,7,8,8,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1502401_A12
5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,HP1502401_A14
6,6,6,6,7,8,8,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1502401_A15
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,10,10,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_A16
6,6,6,6,7,8,8,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1502401_A17
4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,10,10,HP1502401_A18
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_A19
4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,10,10,HP1502401_A2
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_A20
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_A21
5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,HP1502401_A22
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,9,9,9,9,9,9,9,10,10,11,11,11,11,11,12,12,HP1502401_A23
4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_A24
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_A3
6,6,6,6,7,8,8,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1502401_A4
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_A5
4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1502401_A6
4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1502401_A7
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_A8
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_A9
4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1502401_B1
6,6,6,6,7,8,8,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,1,1,4,4,4,4,4,11,11,11,11,13,13,14,15,16,16,16,16,16,17,17,HP1502401_B10
2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,2,2,2,2,2,2,2,2,2,12,12,12,12,13,14,15,15,15,15,15,16,16,HP1502401_B11
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_B12
5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,HP1502401_B13
4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,8,8,9,9,10,11,12,13,13,14,14,15,16,17,18,19,19,19,19,19,20,20,HP1502401_B14
2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,2,2,2,2,2,2,2,2,2,12,12,12,12,13,14,15,15,15,15,15,16,16,HP1502401_B15
6,6,6,6,7,8,8,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1502401_B16
5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,HP1502401_B17
2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,2,2,2,2,2,2,2,2,2,12,12,12,12,13,14,15,15,15,15,15,16,16,HP1502401_B18
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_B19
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_B2
6,6,6,6,7,8,8,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1502401_B20
4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1502401_B21
4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,9,9,9,9,9,9,9,10,10,11,11,11,11,11,12,12,HP1502401_B22
4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1502401_B23
4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1502401_B24
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_B3
1,1,1,1,1,1,1,1,1,1,1,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,9,9,9,9,9,9,9,10,10,11,11,11,11,11,12,12,HP1502401_B4
6,6,6,6,7,8,8,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1502401_B5
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_B6
4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1502401_B7
4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_B8
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_B9
5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,HP1502401_C1
4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1502401_C10
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_C11
5,5,5,5,5,5,5,5,5,5,5,5,3,8,8,8,8,8,8,9,9,9,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,14,14,14,9,9,10,10,11,12,13,14,14,15,15,16,17,18,19,20,20,20,20,20,21,21,HP1502401_C12
6,6,6,6,7,8,8,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1502401_C14
7,7,7,7,8,9,9,10,10,10,10,11,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,1,1,1,1,1,1,1,1,15,16,16,17,18,19,20,21,21,21,21,21,22,22,HP1502401_C15
6,6,6,6,7,8,8,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1502401_C16
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_C17
4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1502401_C18
1,1,1,1,1,1,1,1,1,1,1,10,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1502401_C19
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_C2
4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,10,10,HP1502401_C20
4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1502401_C21
7,7,7,7,8,9,9,10,10,10,10,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,15,16,16,17,18,19,20,21,21,21,21,21,22,22,HP1502401_C22
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_C23
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_C24
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,22,23,23,HP1502401_C3
6,6,6,6,7,8,8,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1502401_C4
4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_C5
4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1502401_C6
4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1502401_C7
4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,10,10,HP1502401_C8
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_C9
7,7,7,7,8,9,9,10,10,10,10,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,15,16,16,17,18,19,20,21,21,21,21,21,22,22,HP1502401_D1
5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,HP1502401_D10
5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,HP1502401_D11
4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,10,10,HP1502401_D12
4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,8,8,9,9,10,11,12,13,13,14,14,15,16,17,18,19,19,19,19,19,20,20,HP1502401_D13
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_D14
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1502401_D15
6,6,6,6,7,8,8,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1502401_D16
