sc3.sc3_10,sc3.sc3_11,sc3.sc3_12,sc3.sc3_13,sc3.sc3_14,sc3.sc3_15,sc3.sc3_16,sc3.sc3_17,sc3.sc3_18,sc3.sc3_19,sc3.sc3_20,sc3.sc3_21,sc3.sc3_22,sc3.sc3_23,sc3.sc3_24,sc3.sc3_25,sc3.sc3_26,sc3.sc3_27,sc3.sc3_28,sc3.sc3_29,sc3.sc3_30,sc3.sc3_31,Monocle.Monocle_10,Monocle.Monocle_11,Monocle.Monocle_12,Monocle.Monocle_13,Monocle.Monocle_14,Monocle.Monocle_15,Monocle.Monocle_16,Monocle.Monocle_17,Monocle.Monocle_18,Monocle.Monocle_19,Monocle.Monocle_20,Monocle.Monocle_21,Monocle.Monocle_22,Monocle.Monocle_23,Monocle.Monocle_24,Monocle.Monocle_25,Monocle.Monocle_26,Monocle.Monocle_27,Monocle.Monocle_28,Monocle.Monocle_29,Monocle.Monocle_30,Monocle.Monocle_31,Monocle.Monocle_32,Monocle.Monocle_33,Monocle.Monocle_34,Monocle.Monocle_35,Monocle.Monocle_36,Monocle.Monocle_37,Monocle.Monocle_38,Monocle.Monocle_39,Monocle.Monocle_40,Monocle.Monocle_41,Seurat.Seurat_10,Seurat.Seurat_11,Seurat.Seurat_12,Seurat.Seurat_13,Seurat.Seurat_14,Seurat.Seurat_15,Seurat.Seurat_16,Seurat.Seurat_17,Seurat.Seurat_18,Seurat.Seurat_19,Seurat.Seurat_20,Seurat.Seurat_21,Seurat.Seurat_22,Seurat.Seurat_23,Seurat.Seurat_24,Seurat.Seurat_25,cells
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AZ_H1
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,AZ_H10
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,6,7,7,7,7,7,7,7,7,7,7,8,8,AZ_H11
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,AZ_H12
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,6,7,7,7,7,7,7,7,7,7,7,8,8,AZ_H2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,AZ_H3
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,10,11,12,13,14,14,15,15,16,17,17,18,18,AZ_H4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,AZ_H5
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,6,7,7,7,7,7,7,7,7,7,7,8,8,AZ_H6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AZ_H7
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AZ_H8
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,AZ_H9
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,9,9,9,9,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1502401_A1
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,6,7,8,8,9,10,11,11,11,11,11,12,12,12,13,13,HP1502401_A10
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_A11
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,9,9,9,9,9,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1502401_A12
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1502401_A14
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,9,9,9,9,9,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1502401_A15
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_A16
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,9,9,9,9,9,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1502401_A17
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1502401_A18
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_A19
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1502401_A2
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_A20
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_A21
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1502401_A22
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,8,8,8,8,8,8,9,9,9,10,10,HP1502401_A23
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_A24
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_A3
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,9,9,9,9,9,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1502401_A4
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_A5
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,6,7,8,8,9,10,11,11,11,11,11,12,12,12,13,13,HP1502401_A6
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,6,7,8,8,9,10,11,11,11,11,11,12,12,12,13,13,HP1502401_A7
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_A8
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_A9
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,6,7,8,8,9,10,11,11,11,11,11,12,12,12,13,13,HP1502401_B1
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,9,9,9,9,9,1,2,2,2,6,6,6,6,6,13,13,14,15,15,16,16,HP1502401_B10
2,2,9,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,13,13,13,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,HP1502401_B11
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_B12
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1502401_B13
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1502401_B14
2,2,9,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,13,13,13,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,HP1502401_B15
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,9,9,9,9,9,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1502401_B16
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1502401_B17
2,2,9,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,13,13,13,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,HP1502401_B18
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_B19
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_B2
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,9,9,9,9,9,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1502401_B20
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,6,7,8,8,9,10,11,11,11,11,11,12,12,12,13,13,HP1502401_B21
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,8,8,8,8,8,8,9,9,9,10,10,HP1502401_B22
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,6,7,8,8,9,10,11,11,11,11,11,12,12,12,13,13,HP1502401_B23
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,6,7,8,8,9,10,11,11,11,11,11,12,12,12,13,13,HP1502401_B24
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_B3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_B4
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,9,9,9,9,9,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1502401_B5
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_B6
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,6,7,8,8,9,10,11,11,11,11,11,12,12,12,13,13,HP1502401_B7
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_B8
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_B9
1,5,5,5,6,6,6,6,8,8,8,12,12,13,13,13,13,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1502401_C1
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,6,7,8,8,9,10,11,11,11,11,11,12,12,12,13,13,HP1502401_C10
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_C11
1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,4,4,4,4,4,8,9,9,9,9,10,10,10,10,10,10,10,10,10,11,11,12,12,12,12,13,13,14,14,14,14,14,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1502401_C12
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,9,9,9,9,9,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1502401_C14
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1502401_C15
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,9,9,9,9,9,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1502401_C16
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_C17
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,6,7,8,8,9,10,11,11,11,11,11,12,12,12,13,13,HP1502401_C18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1502401_C19
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_C2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1502401_C20
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,6,7,8,8,9,10,11,11,11,11,11,12,12,12,13,13,HP1502401_C21
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1502401_C22
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_C23
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_C24
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1502401_C3
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,9,9,9,9,9,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1502401_C4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_C5
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,6,7,8,8,9,10,11,11,11,11,11,12,12,12,13,13,HP1502401_C6
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,6,7,8,8,9,10,11,11,11,11,11,12,12,12,13,13,HP1502401_C7
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1502401_C8
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_C9
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1502401_D1
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1502401_D10
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1502401_D11
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1502401_D12
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1502401_D13
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1502401_D14
