cells,sc3-Initial,Monocle-Initial,Seurat-Initial,garbage1-Initial,garbage2-Initial,sc3-33,Monocle-33,Seurat-33,garbage1-33,garbage2-33,sc3-66,Monocle-66,Seurat-66,garbage1-66,garbage2-66,sc3-90,Monocle-90,Seurat-90,garbage1-90,garbage2-90,sc3-Final,Monocle-Final,Seurat-Final,garbage1-Final,garbage2-Final
human1_lib1.final_cell_0210,7,2,6,15,12,7,2,6,15,12,7,2,6,15,12,7,2,6,1,12,7,2,6,1,12
human1_lib1.final_cell_0211,7,23,3,27,19,7,23,3,27,19,7,23,3,27,19,7,23,3,1,19,7,23,3,1,19
human1_lib1.final_cell_0212,3,18,7,22,20,3,12,7,22,20,3,12,4,22,20,1,12,4,1,20,1,12,4,1,20
human1_lib1.final_cell_0213,7,2,3,7,18,7,2,3,7,18,7,2,3,7,18,7,2,3,7,18,7,2,3,7,18
human1_lib1.final_cell_0214,7,2,3,5,10,7,2,3,5,10,7,2,3,5,10,7,2,3,1,10,7,2,3,1,10
human1_lib1.final_cell_0215,25,10,8,8,15,25,10,8,8,15,25,10,8,8,15,23,3,8,1,2,23,3,8,1,2
human1_lib1.final_cell_0216,17,22,9,17,14,17,22,9,17,14,17,22,9,17,14,17,22,9,17,14,17,22,9,17,14
human1_lib1.final_cell_0217,25,15,11,2,23,25,15,11,2,23,25,15,11,2,23,23,15,11,2,2,23,15,11,2,2
human1_lib1.final_cell_0218,25,10,8,12,17,25,10,8,12,17,25,10,8,12,17,23,3,8,12,17,23,3,8,12,17
human1_lib1.final_cell_0219,23,9,8,22,19,23,9,8,22,19,23,9,8,22,19,23,3,8,1,19,23,3,8,1,19
human1_lib1.final_cell_0220,7,2,3,13,10,7,2,3,13,10,7,2,3,13,10,7,2,3,13,10,7,2,3,13,10
human1_lib1.final_cell_0221,26,4,5,12,21,26,4,5,12,21,26,4,5,12,21,26,4,5,12,21,26,4,5,12,21
human1_lib1.final_cell_0222,18,24,16,19,5,18,24,16,19,5,18,24,16,19,5,18,24,16,19,2,18,24,16,19,2
human1_lib1.final_cell_0223,7,2,3,14,24,7,2,3,14,24,7,2,3,14,24,7,2,3,1,2,7,2,3,1,2
human1_lib1.final_cell_0224,7,20,3,23,17,7,20,3,23,17,7,20,3,23,17,7,20,3,23,17,7,20,3,23,17
human1_lib1.final_cell_0225,7,2,3,16,26,7,2,3,16,26,7,2,3,16,26,7,2,3,16,2,7,2,3,16,2
human1_lib1.final_cell_0226,3,18,7,18,4,3,12,7,18,4,3,12,4,18,4,1,12,4,1,4,1,12,4,1,4
human1_lib1.final_cell_0227,7,23,3,8,20,7,23,3,8,20,7,23,3,8,20,7,23,3,1,20,7,23,3,1,20
human1_lib1.final_cell_0228,7,2,3,1,25,7,2,3,1,25,7,2,3,1,25,7,2,3,1,2,7,2,3,1,2
human1_lib1.final_cell_0229,26,4,5,20,2,26,4,5,20,2,26,4,5,20,2,26,4,5,20,2,26,4,5,20,2
human1_lib1.final_cell_0230,16,15,11,8,13,16,15,11,8,13,16,15,11,8,13,16,15,11,1,2,16,15,11,1,2
human1_lib1.final_cell_0231,7,21,3,21,27,7,21,3,21,27,7,21,3,21,27,7,16,3,1,2,7,16,3,1,2
human1_lib1.final_cell_0232,26,4,5,26,6,26,4,5,26,6,26,4,5,26,6,26,4,5,1,6,26,4,5,1,6
human1_lib1.final_cell_0233,26,4,5,7,5,26,4,5,7,5,26,4,5,7,5,26,4,5,7,2,26,4,5,7,2
human1_lib1.final_cell_0234,7,16,3,7,20,7,16,3,7,20,7,16,3,7,20,7,16,3,7,20,7,16,3,7,20
human1_lib1.final_cell_0235,26,4,5,16,7,26,4,5,16,7,26,4,5,16,7,26,4,5,16,2,26,4,5,16,2
human1_lib1.final_cell_0236,7,20,3,11,3,7,20,3,11,3,7,20,3,11,3,7,20,3,11,2,7,20,3,11,2
human1_lib1.final_cell_0237,23,9,8,4,21,23,9,8,4,21,23,9,8,4,21,23,3,8,4,21,23,3,8,4,21
human1_lib1.final_cell_0238,7,20,3,17,2,7,20,3,17,2,7,20,3,17,2,7,20,3,17,2,7,20,3,17,2
human1_lib1.final_cell_0239,7,2,3,1,8,7,2,3,1,8,7,2,3,1,8,7,2,3,1,8,7,2,3,1,8
human1_lib1.final_cell_0240,26,4,5,13,7,26,4,5,13,7,26,4,5,13,7,26,4,5,13,2,26,4,5,13,2
human1_lib1.final_cell_0241,7,2,3,28,25,7,2,3,28,25,7,2,3,28,25,7,2,3,1,2,7,2,3,1,2
human1_lib1.final_cell_0242,25,10,8,12,22,25,10,8,12,22,25,10,8,12,22,23,3,8,12,2,23,3,8,12,2
human1_lib1.final_cell_0243,7,23,3,24,6,7,23,3,24,6,7,23,3,24,6,7,23,3,1,6,7,23,3,1,6
human1_lib1.final_cell_0244,28,13,14,20,6,28,13,14,20,6,27,13,14,20,6,27,13,14,20,6,27,13,14,20,6
human1_lib1.final_cell_0245,3,18,7,11,22,3,12,7,11,22,3,12,4,11,22,1,12,4,11,2,1,12,4,11,2
human1_lib1.final_cell_0246,26,4,5,16,11,26,4,5,16,11,26,4,5,16,11,26,4,5,16,11,26,4,5,16,11
human1_lib1.final_cell_0247,7,2,3,19,6,7,2,3,19,6,7,2,3,19,6,7,2,3,19,6,7,2,3,19,6
human1_lib1.final_cell_0248,6,12,7,3,22,6,12,7,3,22,4,12,4,3,22,2,12,4,3,2,2,12,4,3,2
human1_lib1.final_cell_0249,7,2,3,16,7,7,2,3,16,7,7,2,3,16,7,7,2,3,16,2,7,2,3,16,2
human1_lib1.final_cell_0250,25,3,15,28,22,25,3,15,28,22,25,3,15,28,22,23,3,8,1,2,23,3,8,1,2
human1_lib1.final_cell_0251,26,4,5,15,12,26,4,5,15,12,26,4,5,15,12,26,4,5,1,12,26,4,5,1,12
human1_lib1.final_cell_0252,25,6,5,14,19,25,6,5,14,19,25,6,5,14,19,23,6,5,1,19,23,6,5,1,19
human1_lib1.final_cell_0253,7,21,6,24,10,7,21,6,24,10,7,21,6,24,10,7,16,6,1,10,7,16,6,1,10
human1_lib1.final_cell_0254,7,2,3,13,20,7,2,3,13,20,7,2,3,13,20,7,2,3,13,20,7,2,3,13,20
human1_lib1.final_cell_0255,26,4,5,4,8,26,4,5,4,8,26,4,5,4,8,26,4,5,4,8,26,4,5,4,8
human1_lib1.final_cell_0256,18,24,16,15,13,18,24,16,15,13,18,24,16,15,13,18,24,16,1,2,18,24,16,1,2
human1_lib1.final_cell_0257,6,12,7,9,28,6,12,7,9,28,4,12,4,9,28,2,12,4,1,2,2,12,4,1,2
human1_lib1.final_cell_0258,7,2,3,8,5,7,2,3,8,5,7,2,3,8,5,7,2,3,1,2,7,2,3,1,2
human1_lib1.final_cell_0259,7,21,3,2,20,7,21,3,2,20,7,21,3,2,20,7,16,3,2,20,7,16,3,2,20
human1_lib1.final_cell_0260,7,20,3,3,6,7,20,3,3,6,7,20,3,3,6,7,20,3,3,6,7,20,3,3,6
human1_lib1.final_cell_0261,16,15,11,9,23,16,15,11,9,23,16,15,11,9,23,16,15,11,1,2,16,15,11,1,2
human1_lib1.final_cell_0262,26,4,5,9,9,26,4,5,9,9,26,4,5,9,9,26,4,5,1,2,26,4,5,1,2
human1_lib1.final_cell_0263,6,14,7,24,17,6,14,7,24,17,4,7,4,24,17,2,7,4,1,17,2,7,4,1,17
human1_lib1.final_cell_0264,7,21,3,26,23,7,21,3,26,23,7,21,3,26,23,7,16,3,1,2,7,16,3,1,2
human1_lib1.final_cell_0265,18,24,16,18,22,18,24,16,18,22,18,24,16,18,22,18,24,16,1,2,18,24,16,1,2
human1_lib1.final_cell_0266,7,21,3,13,7,7,21,3,13,7,7,21,3,13,7,7,16,3,13,2,7,16,3,13,2
human1_lib1.final_cell_0267,7,21,3,4,25,7,21,3,4,25,7,21,3,4,25,7,16,3,4,2,7,16,3,4,2
human1_lib1.final_cell_0268,7,2,3,27,16,7,2,3,27,16,7,2,3,27,16,7,2,3,1,16,7,2,3,1,16
human1_lib1.final_cell_0269,25,10,8,3,22,25,10,8,3,22,25,10,8,3,22,23,3,8,3,2,23,3,8,3,2
human1_lib1.final_cell_0270,6,12,7,1,1,6,12,7,1,1,4,12,4,1,1,2,12,4,1,1,2,12,4,1,1
human1_lib1.final_cell_0271,26,4,5,23,10,26,4,5,23,10,26,4,5,23,10,26,4,5,23,10,26,4,5,23,10
human1_lib1.final_cell_0272,3,12,7,22,6,3,12,7,22,6,3,12,4,22,6,1,12,4,1,6,1,12,4,1,6
human1_lib1.final_cell_0273,25,24,15,21,28,25,24,15,21,28,25,24,15,21,28,23,24,8,1,2,23,24,8,1,2
human1_lib1.final_cell_0274,6,12,7,28,22,6,12,7,28,22,4,12,4,28,22,2,12,4,1,2,2,12,4,1,2
human1_lib1.final_cell_0275,20,6,5,6,13,20,6,5,6,13,20,6,5,6,13,20,6,5,6,2,20,6,5,6,2
human1_lib1.final_cell_0276,7,2,3,5,28,7,2,3,5,28,7,2,3,5,28,7,2,3,1,2,7,2,3,1,2
human1_lib1.final_cell_0277,18,24,16,12,27,18,24,16,12,27,18,24,16,12,27,18,24,16,12,2,18,24,16,12,2
human1_lib1.final_cell_0278,17,22,9,12,19,17,22,9,12,19,17,22,9,12,19,17,22,9,12,19,17,22,9,12,19
human1_lib1.final_cell_0279,6,18,7,8,27,6,12,7,8,27,4,12,4,8,27,2,12,4,1,2,2,12,4,1,2
human1_lib1.final_cell_0280,6,12,7,15,15,6,12,7,15,15,4,12,4,15,15,2,12,4,1,2,2,12,4,1,2
human1_lib1.final_cell_0281,26,4,5,16,8,26,4,5,16,8,26,4,5,16,8,26,4,5,16,8,26,4,5,16,8
human1_lib1.final_cell_0282,7,2,3,25,20,7,2,3,25,20,7,2,3,25,20,7,2,3,1,20,7,2,3,1,20
human1_lib1.final_cell_0283,7,2,3,8,4,7,2,3,8,4,7,2,3,8,4,7,2,3,1,4,7,2,3,1,4
human1_lib1.final_cell_0284,16,22,9,3,26,16,22,9,3,26,16,22,9,3,26,16,22,9,3,2,16,22,9,3,2
human1_lib1.final_cell_0285,6,18,7,26,28,6,12,7,26,28,4,12,4,26,28,2,12,4,1,2,2,12,4,1,2
human1_lib1.final_cell_0286,7,2,3,19,3,7,2,3,19,3,7,2,3,19,3,7,2,3,19,2,7,2,3,19,2
human1_lib1.final_cell_0287,26,4,5,19,11,26,4,5,19,11,26,4,5,19,11,26,4,5,19,11,26,4,5,19,11
human1_lib1.final_cell_0288,25,5,19,27,6,25,5,19,27,6,25,5,19,27,6,23,3,8,1,6,23,3,8,1,6
human1_lib1.final_cell_0289,25,3,15,10,21,25,3,15,10,21,25,3,15,10,21,23,3,8,10,21,23,3,8,10,21
human1_lib1.final_cell_0290,7,2,3,12,10,7,2,3,12,10,7,2,3,12,10,7,2,3,12,10,7,2,3,12,10
human1_lib1.final_cell_0291,7,23,3,27,27,7,23,3,27,27,7,23,3,27,27,7,23,3,1,2,7,23,3,1,2
human1_lib1.final_cell_0292,21,20,17,25,22,21,20,17,25,22,21,20,17,25,22,21,20,17,1,2,21,20,17,1,2
human1_lib1.final_cell_0293,21,1,17,5,12,21,1,17,5,12,21,1,17,5,12,21,1,17,1,12,21,1,17,1,12
human1_lib1.final_cell_0294,7,2,3,7,18,7,2,3,7,18,7,2,3,7,18,7,2,3,7,18,7,2,3,7,18
human1_lib1.final_cell_0295,7,21,3,21,18,7,21,3,21,18,7,21,3,21,18,7,16,3,1,18,7,16,3,1,18
human1_lib1.final_cell_0296,7,2,3,3,16,7,2,3,3,16,7,2,3,3,16,7,2,3,3,16,7,2,3,3,16
human1_lib1.final_cell_0297,21,20,17,11,21,21,20,17,11,21,21,20,17,11,21,21,20,17,11,21,21,20,17,11,21
human1_lib1.final_cell_0298,7,2,3,24,27,7,2,3,24,27,7,2,3,24,27,7,2,3,1,2,7,2,3,1,2
human1_lib1.final_cell_0299,7,2,3,3,26,7,2,3,3,26,7,2,3,3,26,7,2,3,3,2,7,2,3,3,2
human1_lib1.final_cell_0300,8,20,3,1,9,8,20,3,1,9,8,20,3,1,9,8,20,3,1,2,8,20,3,1,2
human1_lib1.final_cell_0301,18,24,16,21,9,18,24,16,21,9,18,24,16,21,9,18,24,16,1,2,18,24,16,1,2
human1_lib1.final_cell_0302,25,3,15,23,8,25,3,15,23,8,25,3,15,23,8,23,3,8,23,8,23,3,8,23,8
human1_lib1.final_cell_0303,7,2,3,12,27,7,2,3,12,27,7,2,3,12,27,7,2,3,12,2,7,2,3,12,2
human1_lib1.final_cell_0304,7,21,3,13,12,7,21,3,13,12,7,21,3,13,12,7,16,3,13,12,7,16,3,13,12
human1_lib1.final_cell_0305,21,20,17,13,20,21,20,17,13,20,21,20,17,13,20,21,20,17,13,20,21,20,17,13,20
human1_lib1.final_cell_0306,26,4,5,18,16,26,4,5,18,16,26,4,5,18,16,26,4,5,1,16,26,4,5,1,16
human1_lib1.final_cell_0307,7,19,3,14,9,7,19,3,14,9,7,19,3,14,9,7,19,3,1,2,7,19,3,1,2
human1_lib1.final_cell_0308,18,24,16,26,24,18,24,16,26,24,18,24,16,26,24,18,24,16,1,2,18,24,16,1,2
human1_lib1.final_cell_0309,18,24,16,22,10,18,24,16,22,10,18,24,16,22,10,18,24,16,1,10,18,24,16,1,10
human1_lib1.final_cell_0310,26,4,5,8,6,26,4,5,8,6,26,4,5,8,6,26,4,5,1,6,26,4,5,1,6
human1_lib1.final_cell_0311,7,20,3,19,8,7,20,3,19,8,7,20,3,19,8,7,20,3,19,8,7,20,3,19,8
human1_lib1.final_cell_0312,7,2,3,16,17,7,2,3,16,17,7,2,3,16,17,7,2,3,16,17,7,2,3,16,17
human1_lib1.final_cell_0313,18,24,16,15,8,18,24,16,15,8,18,24,16,15,8,18,24,16,1,8,18,24,16,1,8
human1_lib1.final_cell_0314,7,2,3,13,23,7,2,3,13,23,7,2,3,13,23,7,2,3,13,2,7,2,3,13,2
human1_lib1.final_cell_0315,18,24,13,20,25,18,24,13,20,25,18,24,13,20,25,18,24,13,20,2,18,24,13,20,2
human1_lib1.final_cell_0316,7,2,3,5,6,7,2,3,5,6,7,2,3,5,6,7,2,3,1,6,7,2,3,1,6
human1_lib1.final_cell_0317,7,2,3,13,19,7,2,3,13,19,7,2,3,13,19,7,2,3,13,19,7,2,3,13,19
human1_lib1.final_cell_0318,7,20,3,3,26,7,20,3,3,26,7,20,3,3,26,7,20,3,3,2,7,20,3,3,2
human1_lib1.final_cell_0319,25,3,15,13,21,25,3,15,13,21,25,3,15,13,21,23,3,8,13,21,23,3,8,13,21
human1_lib1.final_cell_0320,7,2,3,14,19,7,2,3,14,19,7,2,3,14,19,7,2,3,1,19,7,2,3,1,19
human1_lib1.final_cell_0321,26,4,5,19,23,26,4,5,19,23,26,4,5,19,23,26,4,5,19,2,26,4,5,19,2
human1_lib1.final_cell_0322,1,18,7,21,5,1,12,7,21,5,1,12,4,21,5,1,12,4,1,2,1,12,4,1,2
human1_lib1.final_cell_0323,18,24,7,20,4,18,24,7,20,4,18,24,4,20,4,18,24,4,20,4,18,24,4,20,4
human1_lib1.final_cell_0324,3,18,7,14,24,3,12,7,14,24,3,12,4,14,24,1,12,4,1,2,1,12,4,1,2
human1_lib1.final_cell_0325,25,10,8,20,25,25,10,8,20,25,25,10,8,20,25,23,3,8,20,2,23,3,8,20,2
human1_lib1.final_cell_0326,6,12,7,26,13,6,12,7,26,13,4,12,4,26,13,2,12,4,1,2,2,12,4,1,2
human1_lib1.final_cell_0327,6,18,7,20,17,6,12,7,20,17,4,12,4,20,17,2,12,4,20,17,2,12,4,20,17
human1_lib1.final_cell_0328,7,2,3,8,21,7,2,3,8,21,7,2,3,8,21,7,2,3,1,21,7,2,3,1,21
human1_lib1.final_cell_0329,7,2,3,8,15,7,2,3,8,15,7,2,3,8,15,7,2,3,1,2,7,2,3,1,2
human1_lib1.final_cell_0330,25,15,11,15,22,25,15,11,15,22,25,15,11,15,22,23,15,11,1,2,23,15,11,1,2
human1_lib1.final_cell_0331,21,20,17,26,9,21,20,17,26,9,21,20,17,26,9,21,20,17,1,2,21,20,17,1,2
human1_lib1.final_cell_0332,6,12,7,21,5,6,12,7,21,5,4,12,4,21,5,2,12,4,1,2,2,12,4,1,2
human1_lib1.final_cell_0333,7,21,3,13,7,7,21,3,13,7,7,21,3,13,7,7,16,3,13,2,7,16,3,13,2
human1_lib1.final_cell_0334,6,12,7,24,28,6,12,7,24,28,4,12,4,24,28,2,12,4,1,2,2,12,4,1,2
human1_lib1.final_cell_0335,8,1,3,13,22,8,1,3,13,22,8,1,3,13,22,8,1,3,13,2,8,1,3,13,2
human1_lib1.final_cell_0336,21,20,17,20,23,21,20,17,20,23,21,20,17,20,23,21,20,17,20,2,21,20,17,20,2
human1_lib1.final_cell_0337,26,4,5,8,19,26,4,5,8,19,26,4,5,8,19,26,4,5,1,19,26,4,5,1,19
human1_lib1.final_cell_0338,26,4,5,11,22,26,4,5,11,22,26,4,5,11,22,26,4,5,11,2,26,4,5,11,2
human1_lib1.final_cell_0339,7,21,3,5,2,7,21,3,5,2,7,21,3,5,2,7,16,3,1,2,7,16,3,1,2
human1_lib1.final_cell_0340,21,20,17,21,14,21,20,17,21,14,21,20,17,21,14,21,20,17,1,14,21,20,17,1,14
human1_lib1.final_cell_0341,25,6,18,15,27,25,6,18,15,27,25,6,18,15,27,23,6,18,1,2,23,6,18,1,2
human1_lib1.final_cell_0342,25,22,11,24,23,25,22,11,24,23,25,22,11,24,23,23,22,11,1,2,23,22,11,1,2
human1_lib1.final_cell_0343,28,13,14,18,18,28,13,14,18,18,27,13,14,18,18,27,13,14,1,18,27,13,14,1,18
human1_lib1.final_cell_0344,7,2,3,18,11,7,2,3,18,11,7,2,3,18,11,7,2,3,1,11,7,2,3,1,11
human1_lib1.final_cell_0345,6,7,3,15,17,6,7,3,15,17,4,7,3,15,17,2,7,3,1,17,2,7,3,1,17
human1_lib1.final_cell_0346,7,23,6,15,6,7,23,6,15,6,7,23,6,15,6,7,23,6,1,6,7,23,6,1,6
human1_lib1.final_cell_0347,7,6,3,8,26,7,6,3,8,26,7,6,3,8,26,7,6,3,1,2,7,6,3,1,2
human1_lib1.final_cell_0348,6,12,7,1,24,6,12,7,1,24,4,12,4,1,24,2,12,4,1,2,2,12,4,1,2
human1_lib1.final_cell_0349,19,19,3,5,22,19,19,3,5,22,19,19,3,5,22,5,19,3,1,2,5,19,3,1,2
human1_lib1.final_cell_0350,25,10,8,3,10,25,10,8,3,10,25,10,8,3,10,23,3,8,3,10,23,3,8,3,10
human1_lib1.final_cell_0351,7,2,3,6,20,7,2,3,6,20,7,2,3,6,20,7,2,3,6,20,7,2,3,6,20
human1_lib1.final_cell_0352,21,24,16,27,23,21,24,16,27,23,21,24,16,27,23,21,24,16,1,2,21,24,16,1,2
human1_lib1.final_cell_0353,25,6,3,6,24,25,6,3,6,24,25,6,3,6,24,23,6,3,6,2,23,6,3,6,2
human1_lib1.final_cell_0354,18,24,16,21,9,18,24,16,21,9,18,24,16,21,9,18,24,16,1,2,18,24,16,1,2
human1_lib1.final_cell_0355,25,3,15,10,15,25,3,15,10,15,25,3,15,10,15,23,3,8,10,2,23,3,8,10,2
human1_lib1.final_cell_0356,7,2,3,28,17,7,2,3,28,17,7,2,3,28,17,7,2,3,1,17,7,2,3,1,17
human1_lib1.final_cell_0357,3,18,7,24,14,3,12,7,24,14,3,12,4,24,14,1,12,4,1,14,1,12,4,1,14
human1_lib1.final_cell_0358,25,10,8,22,10,25,10,8,22,10,25,10,8,22,10,23,3,8,1,10,23,3,8,1,10
human1_lib1.final_cell_0359,7,20,3,25,21,7,20,3,25,21,7,20,3,25,21,7,20,3,1,21,7,20,3,1,21
human1_lib1.final_cell_0360,25,10,8,15,3,25,10,8,15,3,25,10,8,15,3,23,3,8,1,2,23,3,8,1,2
human1_lib1.final_cell_0361,25,3,15,6,13,25,3,15,6,13,25,3,15,6,13,23,3,8,6,2,23,3,8,6,2
human1_lib1.final_cell_0362,18,24,16,4,26,18,24,16,4,26,18,24,16,4,26,18,24,16,4,2,18,24,16,4,2
human1_lib1.final_cell_0363,7,2,3,6,26,7,2,3,6,26,7,2,3,6,26,7,2,3,6,2,7,2,3,6,2
human1_lib1.final_cell_0364,7,2,3,14,18,7,2,3,14,18,7,2,3,14,18,7,2,3,1,18,7,2,3,1,18
human1_lib1.final_cell_0365,3,18,7,19,2,3,12,7,19,2,3,12,4,19,2,1,12,4,19,2,1,12,4,19,2
human1_lib1.final_cell_0366,3,14,7,3,14,3,14,7,3,14,3,7,4,3,14,1,7,4,3,14,1,7,4,3,14
human1_lib1.final_cell_0367,18,24,16,6,8,18,24,16,6,8,18,24,16,6,8,18,24,16,6,8,18,24,16,6,8
human1_lib1.final_cell_0368,7,21,10,12,7,7,21,10,12,7,7,21,10,12,7,7,16,10,12,2,7,16,10,12,2
human1_lib1.final_cell_0369,21,1,17,4,23,21,1,17,4,23,21,1,17,4,23,21,1,17,4,2,21,1,17,4,2
human1_lib1.final_cell_0370,26,4,5,8,2,26,4,5,8,2,26,4,5,8,2,26,4,5,1,2,26,4,5,1,2
human1_lib1.final_cell_0371,28,13,14,21,25,28,13,14,21,25,27,13,14,21,25,27,13,14,1,2,27,13,14,1,2
human1_lib1.final_cell_0372,28,13,14,8,22,28,13,14,8,22,27,13,14,8,22,27,13,14,1,2,27,13,14,1,2
human1_lib1.final_cell_0373,18,24,16,4,18,18,24,16,4,18,18,24,16,4,18,18,24,16,4,18,18,24,16,4,18
human1_lib1.final_cell_0374,17,22,9,26,25,17,22,9,26,25,17,22,9,26,25,17,22,9,1,2,17,22,9,1,2
human1_lib1.final_cell_0375,16,15,11,13,22,16,15,11,13,22,16,15,11,13,22,16,15,11,13,2,16,15,11,13,2
human1_lib1.final_cell_0376,7,23,3,21,24,7,23,3,21,24,7,23,3,21,24,7,23,3,1,2,7,23,3,1,2
human1_lib1.final_cell_0377,25,6,5,28,15,25,6,5,28,15,25,6,5,28,15,23,6,5,1,2,23,6,5,1,2
human1_lib1.final_cell_0378,7,21,3,9,24,7,21,3,9,24,7,21,3,9,24,7,16,3,1,2,7,16,3,1,2
human1_lib1.final_cell_0379,25,6,18,14,1,25,6,18,14,1,25,6,18,14,1,23,6,18,1,1,23,6,18,1,1
human1_lib1.final_cell_0380,25,3,15,24,14,25,3,15,24,14,25,3,15,24,14,23,3,8,1,14,23,3,8,1,14
human1_lib1.final_cell_0381,3,14,7,7,24,3,14,7,7,24,3,7,4,7,24,1,7,4,7,2,1,7,4,7,2
human1_lib1.final_cell_0382,28,13,14,12,17,28,13,14,12,17,27,13,14,12,17,27,13,14,12,17,27,13,14,12,17
human1_lib1.final_cell_0383,25,3,15,23,3,25,3,15,23,3,25,3,15,23,3,23,3,8,23,2,23,3,8,23,2
human1_lib1.final_cell_0384,25,3,15,18,10,25,3,15,18,10,25,3,15,18,10,23,3,8,1,10,23,3,8,1,10
human1_lib1.final_cell_0385,6,18,7,7,19,6,12,7,7,19,4,12,4,7,19,2,12,4,7,19,2,12,4,7,19
human1_lib1.final_cell_0386,21,20,17,14,1,21,20,17,14,1,21,20,17,14,1,21,20,17,1,1,21,20,17,1,1
human1_lib1.final_cell_0387,8,20,3,2,18,8,20,3,2,18,8,20,3,2,18,8,20,3,2,18,8,20,3,2,18
human1_lib1.final_cell_0388,18,24,16,27,21,18,24,16,27,21,18,24,16,27,21,18,24,16,1,21,18,24,16,1,21
human1_lib1.final_cell_0389,7,2,3,24,17,7,2,3,24,17,7,2,3,24,17,7,2,3,1,17,7,2,3,1,17
human1_lib1.final_cell_0390,1,14,7,11,7,1,14,7,11,7,1,7,4,11,7,1,7,4,11,2,1,7,4,11,2
human1_lib1.final_cell_0391,8,20,6,1,28,8,20,6,1,28,8,20,6,1,28,8,20,6,1,2,8,20,6,1,2
human1_lib1.final_cell_0392,7,21,3,12,27,7,21,3,12,27,7,21,3,12,27,7,16,3,12,2,7,16,3,12,2
human1_lib1.final_cell_0393,7,2,3,11,12,7,2,3,11,12,7,2,3,11,12,7,2,3,11,12,7,2,3,11,12
human1_lib1.final_cell_0394,21,20,17,17,19,21,20,17,17,19,21,20,17,17,19,21,20,17,17,19,21,20,17,17,19
human1_lib1.final_cell_0395,19,19,3,6,20,19,19,3,6,20,19,19,3,6,20,5,19,3,6,20,5,19,3,6,20
human1_lib1.final_cell_0396,26,4,5,2,8,26,4,5,2,8,26,4,5,2,8,26,4,5,2,8,26,4,5,2,8
human1_lib1.final_cell_0397,21,20,17,8,20,21,20,17,8,20,21,20,17,8,20,21,20,17,1,20,21,20,17,1,20
human1_lib1.final_cell_0398,25,10,8,10,20,25,10,8,10,20,25,10,8,10,20,23,3,8,10,20,23,3,8,10,20
human1_lib1.final_cell_0399,23,9,8,21,23,23,9,8,21,23,23,9,8,21,23,23,3,8,1,2,23,3,8,1,2
human1_lib1.final_cell_0400,7,2,3,10,25,7,2,3,10,25,7,2,3,10,25,7,2,3,10,2,7,2,3,10,2
human1_lib1.final_cell_0401,6,12,7,17,14,6,12,7,17,14,4,12,4,17,14,2,12,4,17,14,2,12,4,17,14
human1_lib1.final_cell_0402,21,1,17,18,23,21,1,17,18,23,21,1,17,18,23,21,1,17,1,2,21,1,17,1,2
human1_lib1.final_cell_0403,18,24,7,11,6,18,24,7,11,6,18,24,4,11,6,18,24,4,11,6,18,24,4,11,6
human1_lib1.final_cell_0404,25,10,8,6,1,25,10,8,6,1,25,10,8,6,1,23,3,8,6,1,23,3,8,6,1
human1_lib1.final_cell_0405,7,2,3,11,24,7,2,3,11,24,7,2,3,11,24,7,2,3,11,2,7,2,3,11,2
human1_lib1.final_cell_0406,6,12,7,27,6,6,12,7,27,6,4,12,4,27,6,2,12,4,1,6,2,12,4,1,6
human1_lib1.final_cell_0407,25,10,8,21,22,25,10,8,21,22,25,10,8,21,22,23,3,8,1,2,23,3,8,1,2
human1_lib1.final_cell_0408,25,3,15,4,4,25,3,15,4,4,25,3,15,4,4,23,3,8,4,4,23,3,8,4,4
human1_lib1.final_cell_0409,7,21,3,14,9,7,21,3,14,9,7,21,3,14,9,7,16,3,1,2,7,16,3,1,2
human1_lib1.final_cell_0410,17,22,9,2,27,17,22,9,2,27,17,22,9,2,27,17,22,9,2,2,17,22,9,2,2
human1_lib1.final_cell_0411,25,3,15,18,5,25,3,15,18,5,25,3,15,18,5,23,3,8,1,2,23,3,8,1,2
human1_lib1.final_cell_0412,25,22,11,8,10,25,22,11,8,10,25,22,11,8,10,23,22,11,1,10,23,22,11,1,10
human1_lib1.final_cell_0413,28,13,14,17,10,28,13,14,17,10,27,13,14,17,10,27,13,14,17,10,27,13,14,17,10
human1_lib1.final_cell_0414,6,18,1,12,9,6,12,1,12,9,4,12,1,12,9,2,12,1,12,2,2,12,1,12,2
human1_lib1.final_cell_0415,25,6,5,16,23,25,6,5,16,23,25,6,5,16,23,23,6,5,16,2,23,6,5,16,2
human1_lib1.final_cell_0416,11,7,5,9,6,11,7,5,9,6,11,7,5,9,6,11,7,5,1,6,11,7,5,1,6
human1_lib1.final_cell_0417,3,5,19,21,10,3,5,19,21,10,3,5,19,21,10,1,3,8,1,10,1,3,8,1,10
human1_lib1.final_cell_0418,22,15,9,26,15,22,15,9,26,15,22,15,9,26,15,22,15,9,1,2,22,15,9,1,2
human1_lib1.final_cell_0419,25,3,15,10,18,25,3,15,10,18,25,3,15,10,18,23,3,8,10,18,23,3,8,10,18
human1_lib1.final_cell_0420,25,3,15,12,18,25,3,15,12,18,25,3,15,12,18,23,3,8,12,18,23,3,8,12,18
human1_lib1.final_cell_0421,18,24,16,16,24,18,24,16,16,24,18,24,16,16,24,18,24,16,16,2,18,24,16,16,2
