cells,sc3-Initial,Monocle-Initial,Seurat-Initial,garbage-Initial,sc3-33,Monocle-33,Seurat-33,garbage-33,sc3-66,Monocle-66,Seurat-66,garbage-66,sc3-90,Monocle-90,Seurat-90,garbage-90,sc3-Final,Monocle-Final,Seurat-Final,garbage-Final
human1_lib1.final_cell_0250,25,3,15,20,25,3,15,20,25,3,15,20,25,3,15,20,25,3,15,20
human1_lib1.final_cell_0251,26,4,5,5,26,4,5,5,26,4,5,5,26,4,5,5,26,4,5,1
human1_lib1.final_cell_0252,25,6,5,28,25,6,5,28,25,6,5,28,25,6,5,28,25,6,5,28
human1_lib1.final_cell_0253,7,21,6,2,7,21,6,2,7,21,6,2,7,21,6,2,7,16,6,2
human1_lib1.final_cell_0254,7,2,3,24,7,2,3,24,7,2,3,24,7,2,3,24,7,2,3,1
human1_lib1.final_cell_0255,26,4,5,21,26,4,5,21,26,4,5,21,26,4,5,21,26,4,5,21
human1_lib1.final_cell_0256,18,24,16,13,18,24,16,13,18,24,16,13,18,24,16,13,18,24,16,1
human1_lib1.final_cell_0257,6,12,7,8,6,12,7,8,6,12,4,8,4,12,4,8,2,12,4,1
human1_lib1.final_cell_0258,7,2,3,28,7,2,3,28,7,2,3,28,7,2,3,28,7,2,3,28
human1_lib1.final_cell_0259,7,21,3,1,7,21,3,1,7,21,3,1,7,21,3,1,7,16,3,1
human1_lib1.final_cell_0260,7,20,3,26,7,20,3,26,7,20,3,26,7,20,3,26,7,20,3,26
human1_lib1.final_cell_0261,16,15,11,27,16,15,11,27,16,15,11,27,16,15,11,27,16,15,11,1
human1_lib1.final_cell_0262,26,4,5,23,26,4,5,23,26,4,5,23,26,4,5,23,26,4,5,23
human1_lib1.final_cell_0263,6,14,7,21,6,14,7,21,6,7,4,21,4,7,4,21,2,7,4,21
human1_lib1.final_cell_0264,7,21,3,28,7,21,3,28,7,21,3,28,7,21,3,28,7,16,3,28
human1_lib1.final_cell_0265,18,24,16,10,18,24,16,10,18,24,16,10,18,24,16,10,18,24,16,10
human1_lib1.final_cell_0266,7,21,3,6,7,21,3,6,7,21,3,6,7,21,3,6,7,16,3,6
human1_lib1.final_cell_0267,7,21,3,4,7,21,3,4,7,21,3,4,7,21,3,4,7,16,3,4
human1_lib1.final_cell_0268,7,2,3,16,7,2,3,16,7,2,3,16,7,2,3,16,7,2,3,16
human1_lib1.final_cell_0269,25,10,8,4,25,10,8,4,25,10,8,4,25,9,8,4,25,9,8,4
human1_lib1.final_cell_0270,6,12,7,27,6,12,7,27,6,12,4,27,4,12,4,27,2,12,4,1
human1_lib1.final_cell_0271,26,4,5,26,26,4,5,26,26,4,5,26,26,4,5,26,26,4,5,26
human1_lib1.final_cell_0272,3,12,7,14,3,12,7,14,3,12,4,14,1,12,4,14,1,12,4,1
human1_lib1.final_cell_0273,25,24,15,23,25,24,15,23,25,24,15,23,25,24,15,23,25,24,15,23
human1_lib1.final_cell_0274,6,12,7,1,6,12,7,1,6,12,4,1,4,12,4,1,2,12,4,1
human1_lib1.final_cell_0275,20,6,5,1,20,6,5,1,20,6,5,1,20,6,5,1,20,6,5,1
human1_lib1.final_cell_0276,7,2,3,14,7,2,3,14,7,2,3,14,7,2,3,14,7,2,3,1
human1_lib1.final_cell_0277,18,24,16,14,18,24,16,14,18,24,16,14,18,24,16,14,18,24,16,1
human1_lib1.final_cell_0278,17,22,9,13,17,22,9,13,17,22,9,13,17,22,9,13,17,22,9,1
human1_lib1.final_cell_0279,6,18,7,19,6,12,7,19,6,12,4,19,4,12,4,19,2,12,4,19
human1_lib1.final_cell_0280,6,12,7,25,6,12,7,25,6,12,4,25,4,12,4,25,2,12,4,1
human1_lib1.final_cell_0281,26,4,5,12,26,4,5,12,26,4,5,12,26,4,5,12,26,4,5,12
human1_lib1.final_cell_0282,7,2,3,10,7,2,3,10,7,2,3,10,7,2,3,10,7,2,3,10
human1_lib1.final_cell_0283,7,2,3,21,7,2,3,21,7,2,3,21,7,2,3,21,7,2,3,21
human1_lib1.final_cell_0284,16,22,9,27,16,22,9,27,16,22,9,27,16,22,9,27,16,22,9,1
human1_lib1.final_cell_0285,6,18,7,10,6,12,7,10,6,12,4,10,4,12,4,10,2,12,4,10
human1_lib1.final_cell_0286,7,2,3,11,7,2,3,11,7,2,3,11,7,2,3,11,7,2,3,11
human1_lib1.final_cell_0287,26,4,5,13,26,4,5,13,26,4,5,13,26,4,5,13,26,4,5,1
human1_lib1.final_cell_0288,25,5,19,23,25,5,19,23,25,5,19,23,25,5,19,23,25,3,15,23
human1_lib1.final_cell_0289,25,3,15,20,25,3,15,20,25,3,15,20,25,3,15,20,25,3,15,20
human1_lib1.final_cell_0290,7,2,3,17,7,2,3,17,7,2,3,17,7,2,3,17,7,2,3,1
human1_lib1.final_cell_0291,7,23,3,21,7,23,3,21,7,23,3,21,7,23,3,21,7,23,3,21
human1_lib1.final_cell_0292,21,20,17,16,21,20,17,16,21,20,17,16,21,20,17,16,21,20,17,16
human1_lib1.final_cell_0293,21,1,17,9,21,1,17,9,21,1,17,9,21,1,17,9,21,1,17,9
human1_lib1.final_cell_0294,7,2,3,2,7,2,3,2,7,2,3,2,7,2,3,2,7,2,3,2
human1_lib1.final_cell_0295,7,21,3,14,7,21,3,14,7,21,3,14,7,21,3,14,7,16,3,1
human1_lib1.final_cell_0296,7,2,3,2,7,2,3,2,7,2,3,2,7,2,3,2,7,2,3,2
human1_lib1.final_cell_0297,21,20,17,4,21,20,17,4,21,20,17,4,21,20,17,4,21,20,17,4
human1_lib1.final_cell_0298,7,2,3,19,7,2,3,19,7,2,3,19,7,2,3,19,7,2,3,19
human1_lib1.final_cell_0299,7,2,3,23,7,2,3,23,7,2,3,23,7,2,3,23,7,2,3,23
human1_lib1.final_cell_0300,8,20,3,22,8,20,3,22,8,20,3,22,8,20,3,22,8,20,3,1
human1_lib1.final_cell_0301,18,24,16,26,18,24,16,26,18,24,16,26,18,24,16,26,18,24,16,26
human1_lib1.final_cell_0302,25,3,15,7,25,3,15,7,25,3,15,7,25,3,15,7,25,3,15,7
human1_lib1.final_cell_0303,7,2,3,13,7,2,3,13,7,2,3,13,7,2,3,13,7,2,3,1
human1_lib1.final_cell_0304,7,21,3,16,7,21,3,16,7,21,3,16,7,21,3,16,7,16,3,16
human1_lib1.final_cell_0305,21,20,17,6,21,20,17,6,21,20,17,6,21,20,17,6,21,20,17,6
human1_lib1.final_cell_0306,26,4,5,14,26,4,5,14,26,4,5,14,26,4,5,14,26,4,5,1
human1_lib1.final_cell_0307,7,19,3,10,7,19,3,10,7,19,3,10,7,19,3,10,7,19,3,10
human1_lib1.final_cell_0308,18,24,16,26,18,24,16,26,18,24,16,26,18,24,16,26,18,24,16,26
human1_lib1.final_cell_0309,18,24,16,7,18,24,16,7,18,24,16,7,18,24,16,7,18,24,16,7
human1_lib1.final_cell_0310,26,4,5,28,26,4,5,28,26,4,5,28,26,4,5,28,26,4,5,28
human1_lib1.final_cell_0311,7,20,3,11,7,20,3,11,7,20,3,11,7,20,3,11,7,20,3,11
human1_lib1.final_cell_0312,7,2,3,28,7,2,3,28,7,2,3,28,7,2,3,28,7,2,3,28
human1_lib1.final_cell_0313,18,24,16,16,18,24,16,16,18,24,16,16,18,24,16,16,18,24,16,16
human1_lib1.final_cell_0314,7,2,3,12,7,2,3,12,7,2,3,12,7,2,3,12,7,2,3,12
human1_lib1.final_cell_0315,18,24,13,7,18,24,13,7,18,24,13,7,18,24,13,7,18,24,13,7
human1_lib1.final_cell_0316,7,2,3,7,7,2,3,7,7,2,3,7,7,2,3,7,7,2,3,7
human1_lib1.final_cell_0317,7,2,3,16,7,2,3,16,7,2,3,16,7,2,3,16,7,2,3,16
human1_lib1.final_cell_0318,7,20,3,9,7,20,3,9,7,20,3,9,7,20,3,9,7,20,3,9
human1_lib1.final_cell_0319,25,3,15,15,25,3,15,15,25,3,15,15,25,3,15,15,25,3,15,15
human1_lib1.final_cell_0320,7,2,3,16,7,2,3,16,7,2,3,16,7,2,3,16,7,2,3,16
human1_lib1.final_cell_0321,26,4,5,12,26,4,5,12,26,4,5,12,26,4,5,12,26,4,5,12
human1_lib1.final_cell_0322,1,18,7,24,1,12,7,24,1,12,4,24,1,12,4,24,1,12,4,1
human1_lib1.final_cell_0323,18,24,7,25,18,24,7,25,18,24,4,25,18,24,4,25,18,24,4,1
human1_lib1.final_cell_0324,3,18,7,7,3,12,7,7,3,12,4,7,1,12,4,7,1,12,4,7
human1_lib1.final_cell_0325,25,10,8,13,25,10,8,13,25,10,8,13,25,9,8,13,25,9,8,1
human1_lib1.final_cell_0326,6,12,7,8,6,12,7,8,6,12,4,8,4,12,4,8,2,12,4,1
human1_lib1.final_cell_0327,6,18,7,2,6,12,7,2,6,12,4,2,4,12,4,2,2,12,4,2
human1_lib1.final_cell_0328,7,2,3,15,7,2,3,15,7,2,3,15,7,2,3,15,7,2,3,15
human1_lib1.final_cell_0329,7,2,3,21,7,2,3,21,7,2,3,21,7,2,3,21,7,2,3,21
human1_lib1.final_cell_0330,25,15,11,6,25,15,11,6,25,15,11,6,25,15,11,6,25,15,11,6
human1_lib1.final_cell_0331,21,20,17,17,21,20,17,17,21,20,17,17,21,20,17,17,21,20,17,1
human1_lib1.final_cell_0332,6,12,7,2,6,12,7,2,6,12,4,2,4,12,4,2,2,12,4,2
human1_lib1.final_cell_0333,7,21,3,16,7,21,3,16,7,21,3,16,7,21,3,16,7,16,3,16
human1_lib1.final_cell_0334,6,12,7,11,6,12,7,11,6,12,4,11,4,12,4,11,2,12,4,11
human1_lib1.final_cell_0335,8,1,3,26,8,1,3,26,8,1,3,26,8,1,3,26,8,1,3,26
human1_lib1.final_cell_0336,21,20,17,16,21,20,17,16,21,20,17,16,21,20,17,16,21,20,17,16
human1_lib1.final_cell_0337,26,4,5,15,26,4,5,15,26,4,5,15,26,4,5,15,26,4,5,15
human1_lib1.final_cell_0338,26,4,5,11,26,4,5,11,26,4,5,11,26,4,5,11,26,4,5,11
human1_lib1.final_cell_0339,7,21,3,18,7,21,3,18,7,21,3,18,7,21,3,18,7,16,3,1
human1_lib1.final_cell_0340,21,20,17,22,21,20,17,22,21,20,17,22,21,20,17,22,21,20,17,1
human1_lib1.final_cell_0341,25,6,18,15,25,6,18,15,25,6,18,15,25,6,18,15,25,6,18,15
human1_lib1.final_cell_0342,25,22,11,16,25,22,11,16,25,22,11,16,25,22,11,16,25,22,11,16
human1_lib1.final_cell_0343,28,13,14,23,28,13,14,23,28,13,14,23,27,13,14,23,27,13,14,23
human1_lib1.final_cell_0344,7,2,3,10,7,2,3,10,7,2,3,10,7,2,3,10,7,2,3,10
human1_lib1.final_cell_0345,6,7,3,4,6,7,3,4,6,7,3,4,4,7,3,4,2,7,3,4
human1_lib1.final_cell_0346,7,23,6,22,7,23,6,22,7,23,6,22,7,23,6,22,7,23,6,1
human1_lib1.final_cell_0347,7,6,3,1,7,6,3,1,7,6,3,1,7,6,3,1,7,6,3,1
human1_lib1.final_cell_0348,6,12,7,16,6,12,7,16,6,12,4,16,4,12,4,16,2,12,4,16
human1_lib1.final_cell_0349,19,19,3,22,19,19,3,22,19,19,3,22,19,19,3,22,5,19,3,1
human1_lib1.final_cell_0350,25,10,8,25,25,10,8,25,25,10,8,25,25,9,8,25,25,9,8,1
human1_lib1.final_cell_0351,7,2,3,28,7,2,3,28,7,2,3,28,7,2,3,28,7,2,3,28
human1_lib1.final_cell_0352,21,24,16,9,21,24,16,9,21,24,16,9,21,24,16,9,21,24,16,9
human1_lib1.final_cell_0353,25,6,3,12,25,6,3,12,25,6,3,12,25,6,3,12,25,6,3,12
human1_lib1.final_cell_0354,18,24,16,15,18,24,16,15,18,24,16,15,18,24,16,15,18,24,16,15
human1_lib1.final_cell_0355,25,3,15,8,25,3,15,8,25,3,15,8,25,3,15,8,25,3,15,1
human1_lib1.final_cell_0356,7,2,3,6,7,2,3,6,7,2,3,6,7,2,3,6,7,2,3,6
human1_lib1.final_cell_0357,3,18,7,24,3,12,7,24,3,12,4,24,1,12,4,24,1,12,4,1
human1_lib1.final_cell_0358,25,10,8,14,25,10,8,14,25,10,8,14,25,9,8,14,25,9,8,1
human1_lib1.final_cell_0359,7,20,3,6,7,20,3,6,7,20,3,6,7,20,3,6,7,20,3,6
human1_lib1.final_cell_0360,25,10,8,7,25,10,8,7,25,10,8,7,25,9,8,7,25,9,8,7
human1_lib1.final_cell_0361,25,3,15,9,25,3,15,9,25,3,15,9,25,3,15,9,25,3,15,9
human1_lib1.final_cell_0362,18,24,16,8,18,24,16,8,18,24,16,8,18,24,16,8,18,24,16,1
human1_lib1.final_cell_0363,7,2,3,4,7,2,3,4,7,2,3,4,7,2,3,4,7,2,3,4
human1_lib1.final_cell_0364,7,2,3,5,7,2,3,5,7,2,3,5,7,2,3,5,7,2,3,1
human1_lib1.final_cell_0365,3,18,7,17,3,12,7,17,3,12,4,17,1,12,4,17,1,12,4,1
human1_lib1.final_cell_0366,3,14,7,14,3,14,7,14,3,7,4,14,1,7,4,14,1,7,4,1
human1_lib1.final_cell_0367,18,24,16,23,18,24,16,23,18,24,16,23,18,24,16,23,18,24,16,23
human1_lib1.final_cell_0368,7,21,10,10,7,21,10,10,7,21,10,10,7,21,10,10,7,16,10,10
human1_lib1.final_cell_0369,21,1,17,25,21,1,17,25,21,1,17,25,21,1,17,25,21,1,17,1
human1_lib1.final_cell_0370,26,4,5,25,26,4,5,25,26,4,5,25,26,4,5,25,26,4,5,1
human1_lib1.final_cell_0371,28,13,14,19,28,13,14,19,28,13,14,19,27,13,14,19,27,13,14,19
human1_lib1.final_cell_0372,28,13,14,28,28,13,14,28,28,13,14,28,27,13,14,28,27,13,14,28
human1_lib1.final_cell_0373,18,24,16,17,18,24,16,17,18,24,16,17,18,24,16,17,18,24,16,1
human1_lib1.final_cell_0374,17,22,9,15,17,22,9,15,17,22,9,15,17,22,9,15,17,22,9,15
human1_lib1.final_cell_0375,16,15,11,9,16,15,11,9,16,15,11,9,16,15,11,9,16,15,11,9
human1_lib1.final_cell_0376,7,23,3,28,7,23,3,28,7,23,3,28,7,23,3,28,7,23,3,28
human1_lib1.final_cell_0377,25,6,5,15,25,6,5,15,25,6,5,15,25,6,5,15,25,6,5,15
human1_lib1.final_cell_0378,7,21,3,7,7,21,3,7,7,21,3,7,7,21,3,7,7,16,3,7
human1_lib1.final_cell_0379,25,6,18,28,25,6,18,28,25,6,18,28,25,6,18,28,25,6,18,28
human1_lib1.final_cell_0380,25,3,15,21,25,3,15,21,25,3,15,21,25,3,15,21,25,3,15,21
human1_lib1.final_cell_0381,3,14,7,6,3,14,7,6,3,7,4,6,1,7,4,6,1,7,4,6
human1_lib1.final_cell_0382,28,13,14,20,28,13,14,20,28,13,14,20,27,13,14,20,27,13,14,20
human1_lib1.final_cell_0383,25,3,15,14,25,3,15,14,25,3,15,14,25,3,15,14,25,3,15,1
human1_lib1.final_cell_0384,25,3,15,8,25,3,15,8,25,3,15,8,25,3,15,8,25,3,15,1
human1_lib1.final_cell_0385,6,18,7,12,6,12,7,12,6,12,4,12,4,12,4,12,2,12,4,12
human1_lib1.final_cell_0386,21,20,17,26,21,20,17,26,21,20,17,26,21,20,17,26,21,20,17,26
human1_lib1.final_cell_0387,8,20,3,7,8,20,3,7,8,20,3,7,8,20,3,7,8,20,3,7
human1_lib1.final_cell_0388,18,24,16,27,18,24,16,27,18,24,16,27,18,24,16,27,18,24,16,1
human1_lib1.final_cell_0389,7,2,3,2,7,2,3,2,7,2,3,2,7,2,3,2,7,2,3,2
human1_lib1.final_cell_0390,1,14,7,20,1,14,7,20,1,7,4,20,1,7,4,20,1,7,4,20
human1_lib1.final_cell_0391,8,20,6,4,8,20,6,4,8,20,6,4,8,20,6,4,8,20,6,4
human1_lib1.final_cell_0392,7,21,3,3,7,21,3,3,7,21,3,3,7,21,3,3,7,16,3,1
human1_lib1.final_cell_0393,7,2,3,20,7,2,3,20,7,2,3,20,7,2,3,20,7,2,3,20
human1_lib1.final_cell_0394,21,20,17,23,21,20,17,23,21,20,17,23,21,20,17,23,21,20,17,23
human1_lib1.final_cell_0395,19,19,3,5,19,19,3,5,19,19,3,5,19,19,3,5,5,19,3,1
human1_lib1.final_cell_0396,26,4,5,19,26,4,5,19,26,4,5,19,26,4,5,19,26,4,5,19
human1_lib1.final_cell_0397,21,20,17,23,21,20,17,23,21,20,17,23,21,20,17,23,21,20,17,23
human1_lib1.final_cell_0398,25,10,8,16,25,10,8,16,25,10,8,16,25,9,8,16,25,9,8,16
human1_lib1.final_cell_0399,23,9,8,1,23,9,8,1,23,9,8,1,23,9,8,1,23,9,8,1
human1_lib1.final_cell_0400,7,2,3,27,7,2,3,27,7,2,3,27,7,2,3,27,7,2,3,1
human1_lib1.final_cell_0401,6,12,7,26,6,12,7,26,6,12,4,26,4,12,4,26,2,12,4,26
human1_lib1.final_cell_0402,21,1,17,19,21,1,17,19,21,1,17,19,21,1,17,19,21,1,17,19
human1_lib1.final_cell_0403,18,24,7,6,18,24,7,6,18,24,4,6,18,24,4,6,18,24,4,6
human1_lib1.final_cell_0404,25,10,8,21,25,10,8,21,25,10,8,21,25,9,8,21,25,9,8,21
human1_lib1.final_cell_0405,7,2,3,26,7,2,3,26,7,2,3,26,7,2,3,26,7,2,3,26
human1_lib1.final_cell_0406,6,12,7,23,6,12,7,23,6,12,4,23,4,12,4,23,2,12,4,23
human1_lib1.final_cell_0407,25,10,8,18,25,10,8,18,25,10,8,18,25,9,8,18,25,9,8,1
human1_lib1.final_cell_0408,25,3,15,17,25,3,15,17,25,3,15,17,25,3,15,17,25,3,15,1
human1_lib1.final_cell_0409,7,21,3,5,7,21,3,5,7,21,3,5,7,21,3,5,7,16,3,1
human1_lib1.final_cell_0410,17,22,9,10,17,22,9,10,17,22,9,10,17,22,9,10,17,22,9,10
human1_lib1.final_cell_0411,25,3,15,25,25,3,15,25,25,3,15,25,25,3,15,25,25,3,15,1
human1_lib1.final_cell_0412,25,22,11,18,25,22,11,18,25,22,11,18,25,22,11,18,25,22,11,1
human1_lib1.final_cell_0413,28,13,14,3,28,13,14,3,28,13,14,3,27,13,14,3,27,13,14,1
human1_lib1.final_cell_0414,6,18,1,11,6,12,1,11,6,12,1,11,4,12,1,11,2,12,1,11
human1_lib1.final_cell_0415,25,6,5,27,25,6,5,27,25,6,5,27,25,6,5,27,25,6,5,1
human1_lib1.final_cell_0416,11,7,5,15,11,7,5,15,11,7,5,15,11,7,5,15,11,7,5,15
human1_lib1.final_cell_0417,3,5,19,14,3,5,19,14,3,5,19,14,1,5,19,14,1,3,15,1
human1_lib1.final_cell_0418,22,15,9,25,22,15,9,25,22,15,9,25,22,15,9,25,22,15,9,1
human1_lib1.final_cell_0419,25,3,15,14,25,3,15,14,25,3,15,14,25,3,15,14,25,3,15,1
human1_lib1.final_cell_0420,25,3,15,4,25,3,15,4,25,3,15,4,25,3,15,4,25,3,15,4
human1_lib1.final_cell_0421,18,24,16,10,18,24,16,10,18,24,16,10,18,24,16,10,18,24,16,10
human1_lib1.final_cell_0422,25,3,15,6,25,3,15,6,25,3,15,6,25,3,15,6,25,3,15,6
human1_lib1.final_cell_0423,25,3,15,19,25,3,15,19,25,3,15,19,25,3,15,19,25,3,15,19
human1_lib1.final_cell_0424,7,20,3,19,7,20,3,19,7,20,3,19,7,20,3,19,7,20,3,19
human1_lib1.final_cell_0425,7,2,3,11,7,2,3,11,7,2,3,11,7,2,3,11,7,2,3,11
human1_lib1.final_cell_0426,18,24,16,12,18,24,16,12,18,24,16,12,18,24,16,12,18,24,16,12
human1_lib1.final_cell_0427,8,18,7,24,8,12,7,24,8,12,4,24,8,12,4,24,8,12,4,1
human1_lib1.final_cell_0428,25,5,20,13,25,5,20,13,25,5,20,13,25,5,20,13,25,3,15,1
human1_lib1.final_cell_0429,21,20,17,25,21,20,17,25,21,20,17,25,21,20,17,25,21,20,17,1
human1_lib1.final_cell_0430,25,3,15,12,25,3,15,12,25,3,15,12,25,3,15,12,25,3,15,12
human1_lib1.final_cell_0431,18,24,16,21,18,24,16,21,18,24,16,21,18,24,16,21,18,24,16,21
human1_lib1.final_cell_0432,25,10,8,2,25,10,8,2,25,10,8,2,25,9,8,2,25,9,8,2
human1_lib1.final_cell_0433,3,18,7,14,3,12,7,14,3,12,4,14,1,12,4,14,1,12,4,1
human1_lib1.final_cell_0434,7,21,3,13,7,21,3,13,7,21,3,13,7,21,3,13,7,16,3,1
human1_lib1.final_cell_0435,3,18,7,23,3,12,7,23,3,12,4,23,1,12,4,23,1,12,4,23
human1_lib1.final_cell_0436,28,13,14,2,28,13,14,2,28,13,14,2,27,13,14,2,27,13,14,2
human1_lib1.final_cell_0437,25,8,11,24,25,8,11,24,25,8,11,24,25,8,11,24,25,8,11,1
human1_lib1.final_cell_0438,8,19,12,7,8,19,12,7,8,19,12,7,8,19,12,7,8,19,12,7
human1_lib1.final_cell_0439,21,20,17,19,21,20,17,19,21,20,17,19,21,20,17,19,21,20,17,19
human1_lib1.final_cell_0440,25,22,11,19,25,22,11,19,25,22,11,19,25,22,11,19,25,22,11,19
human1_lib1.final_cell_0441,7,2,3,1,7,2,3,1,7,2,3,1,7,2,3,1,7,2,3,1
human1_lib1.final_cell_0442,19,19,12,4,19,19,12,4,19,19,12,4,19,19,12,4,5,19,12,4
human1_lib1.final_cell_0443,25,8,9,20,25,8,9,20,25,8,9,20,25,8,9,20,25,8,9,20
human1_lib1.final_cell_0444,28,13,2,24,28,13,2,24,28,13,2,24,27,13,2,24,27,13,2,1
human1_lib1.final_cell_0445,25,3,15,23,25,3,15,23,25,3,15,23,25,3,15,23,25,3,15,23
human1_lib1.final_cell_0446,19,19,12,26,19,19,12,26,19,19,12,26,19,19,12,26,5,19,12,26
human1_lib1.final_cell_0447,21,1,17,1,21,1,17,1,21,1,17,1,21,1,17,1,21,1,17,1
human1_lib1.final_cell_0448,7,2,3,3,7,2,3,3,7,2,3,3,7,2,3,3,7,2,3,1
human1_lib1.final_cell_0449,17,22,9,15,17,22,9,15,17,22,9,15,17,22,9,15,17,22,9,15
human1_lib1.final_cell_0450,23,9,8,2,23,9,8,2,23,9,8,2,23,9,8,2,23,9,8,2
human1_lib1.final_cell_0451,19,19,12,7,19,19,12,7,19,19,12,7,19,19,12,7,5,19,12,7
human1_lib1.final_cell_0452,25,10,8,20,25,10,8,20,25,10,8,20,25,9,8,20,25,9,8,20
human1_lib1.final_cell_0453,28,13,14,3,28,13,14,3,28,13,14,3,27,13,14,3,27,13,14,1
human1_lib1.final_cell_0454,18,24,16,8,18,24,16,8,18,24,16,8,18,24,16,8,18,24,16,1
human1_lib1.final_cell_0455,25,10,8,27,25,10,8,27,25,10,8,27,25,9,8,27,25,9,8,1
human1_lib1.final_cell_0456,25,3,15,11,25,3,15,11,25,3,15,11,25,3,15,11,25,3,15,11
human1_lib1.final_cell_0457,25,3,15,13,25,3,15,13,25,3,15,13,25,3,15,13,25,3,15,1
human1_lib1.final_cell_0458,3,14,4,6,3,14,4,6,3,7,4,6,1,7,4,6,1,7,4,6
human1_lib1.final_cell_0459,25,10,8,15,25,10,8,15,25,10,8,15,25,9,8,15,25,9,8,15
human1_lib1.final_cell_0460,8,14,3,18,8,14,3,18,8,7,3,18,8,7,3,18,8,7,3,1
human1_lib1.final_cell_0461,28,13,14,18,28,13,14,18,28,13,14,18,27,13,14,18,27,13,14,1
human1_lib1.final_cell_0462,7,21,3,22,7,21,3,22,7,21,3,22,7,21,3,22,7,16,3,1
human1_lib1.final_cell_0463,25,3,15,12,25,3,15,12,25,3,15,12,25,3,15,12,25,3,15,12
human1_lib1.final_cell_0464,25,3,15,14,25,3,15,14,25,3,15,14,25,3,15,14,25,3,15,1
human1_lib1.final_cell_0465,7,21,3,17,7,21,3,17,7,21,3,17,7,21,3,17,7,16,3,1
human1_lib1.final_cell_0466,28,13,14,6,28,13,14,6,28,13,14,6,27,13,14,6,27,13,14,6
human1_lib1.final_cell_0467,26,4,5,18,26,4,5,18,26,4,5,18,26,4,5,18,26,4,5,1
human1_lib1.final_cell_0468,7,21,3,8,7,21,3,8,7,21,3,8,7,21,3,8,7,16,3,1
human1_lib1.final_cell_0469,7,16,3,15,7,16,3,15,7,16,3,15,7,16,3,15,7,16,3,15
human1_lib1.final_cell_0470,19,19,3,27,19,19,3,27,19,19,3,27,19,19,3,27,5,19,3,1
human1_lib1.final_cell_0471,7,16,3,7,7,16,3,7,7,16,3,7,7,16,3,7,7,16,3,7
human1_lib1.final_cell_0472,21,20,17,13,21,20,17,13,21,20,17,13,21,20,17,13,21,20,17,1
human1_lib1.final_cell_0473,7,2,3,22,7,2,3,22,7,2,3,22,7,2,3,22,7,2,3,1
human1_lib1.final_cell_0474,7,20,3,22,7,20,3,22,7,20,3,22,7,20,3,22,7,20,3,1
human1_lib1.final_cell_0475,7,19,3,1,7,19,3,1,7,19,3,1,7,19,3,1,7,19,3,1
human1_lib1.final_cell_0476,18,24,16,12,18,24,16,12,18,24,16,12,18,24,16,12,18,24,16,12
human1_lib1.final_cell_0477,17,22,11,2,17,22,11,2,17,22,11,2,17,22,11,2,17,22,11,2
human1_lib1.final_cell_0478,7,2,3,22,7,2,3,22,7,2,3,22,7,2,3,22,7,2,3,1
human1_lib1.final_cell_0479,18,24,16,4,18,24,16,4,18,24,16,4,18,24,16,4,18,24,16,4
human1_lib1.final_cell_0480,19,19,12,7,19,19,12,7,19,19,12,7,19,19,12,7,5,19,12,7
human1_lib1.final_cell_0481,26,4,5,1,26,4,5,1,26,4,5,1,26,4,5,1,26,4,5,1
human1_lib1.final_cell_0482,7,16,3,15,7,16,3,15,7,16,3,15,7,16,3,15,7,16,3,15
human1_lib1.final_cell_0483,7,21,3,14,7,21,3,14,7,21,3,14,7,21,3,14,7,16,3,1
human1_lib1.final_cell_0484,18,19,12,1,18,19,12,1,18,19,12,1,18,19,12,1,18,19,12,1
human1_lib1.final_cell_0485,25,10,8,7,25,10,8,7,25,10,8,7,25,9,8,7,25,9,8,7
human1_lib1.final_cell_0486,26,4,5,14,26,4,5,14,26,4,5,14,26,4,5,14,26,4,5,1
human1_lib1.final_cell_0487,7,2,3,4,7,2,3,4,7,2,3,4,7,2,3,4,7,2,3,4
human1_lib1.final_cell_0488,20,4,3,6,20,4,3,6,20,4,3,6,20,4,3,6,20,4,3,6
human1_lib1.final_cell_0489,25,10,8,9,25,10,8,9,25,10,8,9,25,9,8,9,25,9,8,9
human1_lib1.final_cell_0490,26,4,5,6,26,4,5,6,26,4,5,6,26,4,5,6,26,4,5,6
human1_lib1.final_cell_0491,7,21,3,7,7,21,3,7,7,21,3,7,7,21,3,7,7,16,3,7
human1_lib1.final_cell_0492,25,6,18,15,25,6,18,15,25,6,18,15,25,6,18,15,25,6,18,15
human1_lib1.final_cell_0493,26,4,5,22,26,4,5,22,26,4,5,22,26,4,5,22,26,4,5,1
human1_lib1.final_cell_0494,3,14,7,10,3,14,7,10,3,7,4,10,1,7,4,10,1,7,4,10
human1_lib1.final_cell_0495,25,10,8,19,25,10,8,19,25,10,8,19,25,9,8,19,25,9,8,19
human1_lib1.final_cell_0496,25,10,8,15,25,10,8,15,25,10,8,15,25,9,8,15,25,9,8,15
human1_lib1.final_cell_0497,21,20,12,23,21,20,12,23,21,20,12,23,21,20,12,23,21,20,12,23
human1_lib1.final_cell_0498,25,3,15,7,25,3,15,7,25,3,15,7,25,3,15,7,25,3,15,7
human1_lib1.final_cell_0499,25,3,15,14,25,3,15,14,25,3,15,14,25,3,15,14,25,3,15,1
human1_lib1.final_cell_0500,23,9,8,21,23,9,8,21,23,9,8,21,23,9,8,21,23,9,8,21
